cleaned_text,Vader,RoBERTa
trump sited fore chair looking uncomfortable whilst xi sited deep chair look relaxed comfortable,1,0
go jail posting kind content dare speak ill president,1,-1
entirely ignores cultural difference trump must allow xi face ..,-1,-1
china 's trying hold back many way probably way trump make overconfident take step not_want take overextend could always wrong give month,-1,-1
imagine biden maneuvering summit xi would explain first not_in u anymore… confounded_face man_facepalming_medium_skin_tone rolling_on_the_floor_laughing,0,0
trump obviously jealous ping 's hair barber_pole,-1,-1
bullshit presodent xi look nervous fk gwt fk,-1,-1
appears two chair different height xi ’ chair higher,0,0
xi greets american dignitary analysis feel bullshitty could trump lady introducing american dignitary xi due respect no love trump,1,-1
throughout trip trump surely seemed edgy uncomfortable tear eye looked mouse cat trump surely seemed suggest body language saying gosh shit visit come end not_wait get airplane get hell hole country reaching home surely must said phoof glad damn visit done dusted not_wait longer take beautiful wife melanie arm quiet comfort melanie darling common let u rock let zi go hell grinning_face_with_sweat,1,-1
dr. g always appreciate calm informed insight not_ever quit channel heart_suit also trump look awful like pound crap stuffed pound bag,1,-1
fkn stupid lead someone one not_in house two not_know take,-1,-1
well xi also wearing '' lift make appear height trump suggest,1,0
touching beast wrong buddy djt wanted say lightly patting beast ’ butt “ look good friend look like animal brought whaddya think impressive huh,1,0
ah yes legendary trump-xi summit — diplomatic equivalent two guy dramatically shaking hand camera accomplishing absolutely nothing except generating enough hot air power several coal plant trump strutted promising earth-shattering deal xi smiled politely like man watching toddler brag winning monopoly world got another round vague statement recycled promise theatrical chest-thumping disguised “ historic progress. ” tariff stayed tension stayed mistrust stayed somehow side still acted like would signed treaty galactic peace truly masterclass turning expensive photo ops absolutely zero meaningful result,1,0
trump look like shrek,1,-1
trump need golf cart 6:17,0,0
xin chair either sits higher trump look `` lower '',-1,0
not_looking fighting not_fall asleep,-1,0
funny trump happiest talking kid,1,1
think trump wearing hip stabiliser right hip prevent fall suit not_sit well right patting going step possibly bit uncomfortable,-1,-1
singapore observe carefully handshake xi mentally unstable taco xi 's palm hand taco xi sending message taco taco tapped xi 's palm hand grip xi tap plea xi release grip finish handshake,1,0
trump not_keep xi know not_keep,0,-1
point one important factor affecting body language tear eye difference 12-hour gap president trump essentially functioning nighttime schedule met president xi imagine would feel work entire night nearly year old,1,0
investigator doc could learn common sense looking security footage something happened body language people hand china top rivalry far wild ride worry china sense started believe past crud know party done eachother know leadership changed hopefully true trust worthy strong ally one day usa china partnership mean something scale could turn amazing whole world hope get along sooner later year clock ticking deal need made united_states china victory_hand folded_hands clinking_beer_mugs,1,1
donald trump got scolded like toddler president xi president xi owned donald trump grinning_face_with_sweat grinning_face_with_sweat grinning_face_with_sweat,1,-1
hand signal security team big ceo yrump brung would no everthing cool bro really not_no nothing body language bro bet never got girl bro tell guy stayed friend zone,1,-1
donald trump bully tactic failed poorly president xi put donald trump place minute stepped plane grinning_face_with_sweat grinning_face_with_sweat,-1,-1
two item considered body language expert aught obvious first trump year old covered tear eye zone taxing even person half age granted covered distance anything economy class never less traveling tear eye zone hour flight taxing not_making excuse trying keep real therefore analysis body language pretty much window keeping real second significant behaviour far body language go spotted without influence condition due forgone handshake beginning video trump palm xi palm within diplomatic circle significant palm vertical mutual respect palm subordinate yielding giving control trump palm xi dominant change controlling p.s not_a trump fan slightest trying keep real way much fake stuff going,1,0
chinese delegation look older better physical condition .. american delegation practically overweight people .. expressionless_face,1,0
guy not_know saying someone country obvious person receiving supposed lead home country saying/ analyzing nonsense,-1,-1
see trump trying show leader powerful country duplicity make impossible take seriously,1,-1
difference actual body language act trump bed smart aware body language hand movement language need get deal done assuming letting xi look bigger country help dignitary close deal,1,0
yea think xi showing lot born asian country thus face familiar,0,0
hand top power play,1,0
trump american scamer bullshit personality compared real president xi,-1,-1
biggest best wonderful head state meeting ever trump ’ word,1,1
world destroyed led united state western country ally return stone age namely colonization like ancestor colonizer island world commonwealth country still protection result colonization world not_progress free fair western nation always lead no matter long take relieved_face relieved_face,1,0
president xi stared white house deputy chief staff policy stephen miller,0,0
noticed masonic handshake,0,0
not_you analyze trump moronic rambling,-1,-1
george soros jew communist communist jew vote rinos democrat,0,-1
trump look tired jet lag motif,-1,-1
7:48 sure look disapproval say “ not_bad sound reasonable. ” could new york thing look like “ not_too friggen bad ” face,1,0
interested trash president trump,1,-1
trump look like nodding,1,-1
xi made walk trump hate walking think health fading,-1,-1
trump looked weak gushing pathetic,-1,-1
trump lucky xi gracious disrespect,1,-1
calling line u tug “ dignitary ” ridiculous thing heard long tear eye,1,-1
outstanding view situation good job clapping_hands trump unfit lead america united_states,1,1
followed trump since day decided run president 2015. gotten know really well often predict move trump not_his normal talkative self know xi lying face true feelings/motives trump always telling like put situation not_be candid not_like 1st term tried make effort get along not_care no tear eye hide feeling,1,-1
presentation showed world leader acting professional interest country commentary however not_as funny biden presenter actually described biden walking aimlessly around lost shaking invisible people 's hand lively corpse face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,1,0
expected duck perform mighty dragon command outright respect aligence humane work worldwide case duck quacking wackking people without conscience no doubt havea lot fear b presence heavenly dragon ball b rattling even shunk size sesame seed,1,0
“ always tell truth ” since serial liar,-1,-1
xi slapped dump rear like done spoiled child,0,-1
think tired also mean sleep,-1,0
7:10 trump point must likely,0,0
pretty sure showing `` respect '' china russia usually much harsher handshake keep mind already told u like businessman political person,1,0
question would like hear orange as answer shoulder pad suit person claim great condition not_need shoulder pad,1,0
great video wish video longer feel like quick glance instead deep dive,1,1
neither one.trump not_run country,0,-1
advice china trump seen kid careful protect,1,0
think sign either tired board,-1,0
ok guess not_trump,1,0
please review arthur lee alan,1,0
xi seems like holding onto chair snd not_comfortable gaslighting not_dominant trump sitting like not_give fuck done,1,-1
thumbs_up thumbs_up thumbs_up,0,1
let trump close child thought death penalty china pedophile,-1,-1
trump look like hand tied something thumb maybe indicating conformity actually hiding hand potential plan,1,0
body language thing nothing full nonsense no substance alan pea likely fast laughing world tricked remembered attending talk subject 70 80 find amusing management guru seizing every opportunity make relevant money inventing idea latching little science no different health supplement gullible especially sale personnel try use tactic stay top game disgusting someone shaking hand firm grip pulling towards show nothing weakness trump 's handshake style probably read alan pea not_impressed rewind see trump 's handshake see pattern consistently done surprised not_notice surprised analysis matter ever made author body language must laughing u wake world,1,-1
reading nonverbal communication skill everyone taught continue learn thank much trump 's pat back first meeting 2:45 could like hand tap sign trump reassuring reassuring xi sign insecurity course xi around lot longer trump got 1/2 year max unless seizes power may crippled democrat control congress score autocracy joint news conference around 11:00. something going trump way sitting worn hand leg looking not_look good worn look not_just china trip not_lookin no ball fire,1,0
yeah reason good analysis usual,1,1
trump rude spreading hate china year sucking,-1,-1
happens trump 10:40 mark not_exactly rocket science boil barking distance not_the opponent right front natural body language coward simple,-1,-1
chair smaller forcing trump position smiling_face_with_smiling_eyes,0,0
trump might tired plus chinese translating could tiring boring,-1,-1
u treasury yield exploded highers bond market always know no way u government not_control inflation hence stalling fed cut interest rate jinping schooled trump schooling iran next pandemic start ..,-1,0
full crap little bit bias know not_orchestrated trump dense not_know trump no knowledge facial reaction body reaction dealing others many people underestimate trump add name list,-1,-1
learning not_to unfiltered need trust stop listening advisor,1,-1
touching vehicle say like american car cadillac fortress,1,0
trump always want seen stronger control hence hand shake pull touching,1,0
pooh bear v bare poo,0,0
not_think trump angry frustrated need understand side reading script already saw beforehand no surprise,-1,-1
chi ball open exposed congident hand òn chair arm show ready action trump resigned humiliated not_in control know,1,-1
contrary trump look relaxed zen ping look rigid like someone annoying hemorrhoid 's,1,-1
everything say may true trump not_trust jinping not_out prove anything gather intel,1,0
trump begging help trump feeling vulnerable protecting ball angry iraq not_going well hate dominant posture chi,-1,-1
meeting feel tense trump not_happy,-1,-1
notice xi ’ chair hard lifted cushion trump sink soft cushion making much shorter xi look tall trump,-1,0
trump incapable comprehending context happening no knowledge appreciation history generally china culture self confident culture earth think long term trump thinking short term,-1,-1
chair higher trump,0,0
sugest learning cn gov work creating sucesfull free market economy may learn sumptin 1st stop thinkin whitey numba,1,0
uma coisa interessante que locutor não mencionou e provavelmente nem percebeu é que na cena 11:46 que está senhor donald trump e senhor xi jinping sentados cadeiras acento da cadeira senhor trump é mais baixo obrigando ele ficar com pernas um ângulo de graus e portanto mais baixo relação ao senhor xi com acento na altura correta fazendo suas pernas se dobrarem graus e seu corpo manter uma postura mais ereta,0,0
trump responds like kept man xi know face_with_tears_of_joy party_popper,1,0
information xi not_president he chairman milions cpc asociates work satisfy,1,0
always thank dr g would really like analysis steffon diggs v. chef ’ trial curious analysis,1,1
john bolton voted donald trump john bolton wanted iran war work john not_too good huh moron,-1,-1
look drowsy like trying hard stay awake,1,-1
entire analysis wrong,-1,-1
not_point 3:15 trump leaning away,0,0
true not_so bold,1,0
guess u farmland asset sold meeting,1,0
trump always pulling 4-d chess move one step forward making america great united_states,1,1
trump guest… would rude “ lead ” another country,-1,-1
trump struggle walk,-1,0
doubt tramp know lucidity trap grinning_face_with_sweat,-1,0
analyzing final bos channel,0,0
xi look like little kid sitting booster chair face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,1,0
trump ’ chair lower planned,-1,0
trump look weak submissive sits pres xi,-1,-1
trump loved kid pretty sure craving chinese food,1,1
think xi train body language think thing putin think leader trained body language not_be analyze trump not_at not_think trainable face_with_tears_of_joy,0,0
president trump might jet lag look tired bit,-1,0
embora eu não seja americano tomei liberdade de fazer esse comentário porque locutor focou basicamente na expressões corporais do senhores presidentes assisti vários vídeos sobre visita sr. donald trump china e como também presto muita atenção linguagem corporal da pessoas uma cena chamou muita atenção foi quando presidente donald trump apresenta sua comitiva ao presidente xi jinping e esse inicia o cumprimentos parte protocolo da visita duas personalidades se destacaram para mim nesse episódio senhor marco rubio secretário de estado e senhor pete hagset secretário da guerra expressões corporais deles naquele momento pareceu demonstrar imenso desconforto estar ali e ter de apertar mão daquele que eles tem como seu arqui inimigo e ainda sorrir .. acho que foi muito difícil para eles,0,0
try bring america know wanted view american stay american not_betraying country china could take advantage president trump try maybe stressed like said precedent try hard work get deal american appreciate not_talked country insane face_with_open_mouth,1,0
thanks video power play overturned toddler,1,0
human greed expect hope trump not_go soft xi p sweet welcome china `` ccp '' plan aimed taiwan .. no trust taiwan usa- south korea japan asia country lose trust usa .. business business come military stragegy stay firm .. otherwise fall plan ccp ccp want usa markets- otherwise nothing .. buy .. poor country not_afford often .. notice shein always pop every feed mean want sell product .. think really hard jump conclusion .. try not_blah blah blah,0,-1
first thing first xi chairman not_president ..,0,0
xi look like twin brother beavis butthead never grinning_face_with_sweat,1,0
oĥhh child .. dr g not_miss thing red_heart,0,0
would not_make anything last shot sitting trump sits like tear eye oval office no different time,1,-1
considering year psychologist would say interpretation poor weak trump showing respect meeting xi standard diplomatic protocol not_weakness guest china nearly tired coming long international flight xi home resting trump acted confrontationally critic would called disrespectful rude less meeting fake medium bias twisting routine diplomacy fit pro-china political narrative,-1,-1
impression seated trump seemd relaxed ready wind meeting down/ xi seemed tense animated trump good letting tear eye sun interpretation would trump accomplished came xi not_finsihed yet,1,0
usa surrendered china first tear eye 2026. global order shifted,0,0
ure wrong going example trump bored fatigued sleepy xi 's speech sense touching suit signalling adjustment,-1,-1
10:45 thought trump sits like lot meeting .. seeit wa way lean attendance .. kind round table-ish .. give power later ..,1,0
failed mention xi smirky smile….likely knowing saying not_being well received,-1,0
think intentionally gave trump softer cushion sink lower think,-1,0
trump 's chair one inch lower xi 's,-1,0
trump meeting master,0,0
jet lagged tired,-1,-1
10:29 realize though xi 's seat higher trump 's,0,0
think trump trying hard not_to fall asleep always sits way type chair,-1,0
“ american dignitary ” face_with_tears_of_joy,1,0
dude subjective anti trump would think point trump would get positive remark not_a single one dude bias obvious,1,-1
look clip presented appears meeting far significance xi guessing may wanted commitment trump perhaps taiwan window china closing attempt taking taiwan force whilst trump may little apprehensive beginning day went appears bored shitless really wonder whether interpreted dynamic xi trump actually forbearing actual negotiation united state china view real power dynamic actuality country achieve bilaterally also international stage rather based interpersonal dynamic two leader,1,0
china not_enemy you.s.a china save you.s.a saluting_face,1,0
maybe disgusted not_does not_really want obviously sitting enemy not_show much discussed deal people,-1,-1
0:22 think cosplaying u leo thinking cool,1,1
dr. g wrong mother-nature posture mr. trump pls go find video clip meeting leader wh sitting always like even tv interview anchor,-1,-1
talking account trump arrived hr flight china night tear eye trump maybe trump really tired changed body language dynamic,-1,0
love take not_help think every tear eye trump sits look like toilet,1,-1
helsinki trumpy look like putin whacked baby boy cave dictator putin xi,1,-1
mmm hand shake smirking_face,1,0
no mention xi wearing platform shoe,-1,0
give credit xi not_passing stench speak-no-evil_monkey,-1,0
america voted fair democracy systemic projection,1,0
really enjoyed disagree thing drew much attention thing could interpreted different way easily walking not_expect man lead way visiting also not_speak mandarin literally anyone would uncomfortable scenario could not_be right trump hating listening people speak long obvious joe rogan white house visit face_with_tears_of_joy,-1,0
xi look stiff sitting,0,0
would not_challenge anybody flex standing dominated territory,0,0
trump rapey tap handshake,0,-1
"tru mp playing teh game win influence people- not_get that-part- not_get part- not_have good friend not_keep simple, stupid as trump- nucluer stockpile allow himslef make little man superior perception- played xi",1,-1
12-13 hour difference tear eye washington d.c. beijing china many say feel strong alert step plane take activity not_many feel well degree jet lag regardless age trump performed amazingly well considering may simply fatigued lay criticism less dominant-looking behaviour,1,1
content good needed,1,1
say trump way far pacafism- iran now- buutt understand leverage fulcrum china- teh straight,1,0
fart dashing_away power taco man face_with_tears_of_joy,0,0
opinion talk much get new education,0,0
hi dr. g take look kouri richins,0,0
front behind teh side- military member know,0,0
wait find epsteinfiles,0,0
interesting like child suspected/accused,1,-1
used travel internationally extensively including china business attribute way trump acting foreign country old tired jet lagged much mind see not_act dominant not_his home country make sense,-1,0
backstabber china 's leader also,0,-1
shake shake meanwhile pretty much global economy collapsed front coward,-1,-1
trump not_hold power puppeteer “ weekend bernie ’ ing ” decrepit corpse power,-1,-1
xi 's chair seat deliberately higher .. dumb experience,-1,-1
trump liquor cabinet,0,0
see president trump sit like often… another way read president trump body language purpose disagree face_with_open_mouth,0,0
xi jinping-pong body part inside harvested local kid,0,0
laughing a** f**k trump continue salute military imagine someone told not_need weird unnecessary habit created not_know decorum,1,-1
sure power default actually squeezing china ’ oil right telling xi “ charge sorry not_sorry. ” going buy stuff u going take charge new role want play tear eye ”,1,0
shoe licker clear el trumpo .. thumbnail imagens,1,0
anything say nice president trump democrat,1,1
donald look completely defeated,-1,-1
trump getting told sitting guest not_his language not_his sphere influence equal compared trump politcians,0,-1
3:10 look like xi let u small deadly silent fart,1,0
someone specializes type thing seems like know absolutely nothing subject stating whatever closer exterior common sense,1,0
think chair not_high enough trump taller xi look uncomfortable,-1,-1
one minute video already thinking idiot not_you realize get vehicle hold lot static electricity touch car pump gas not_a body language pro not_stupid either,-1,-1
trump slouching coward,-1,-1
president trump touched vehicle going shake xi 's hand feel need simple like u touch car gas station pumping handshake prevent static electricity,1,0
mean dagger dagger back face_with_symbols_on_mouth face_with_symbols_on_mouth face_with_symbols_on_mouth,0,0
"surprised not_keep simple, stupid hand",1,-1
stressful thing leader remember body language pr team told face_with_tears_of_joy,-1,0
trump china .. easy read,1,0
everyone notice chair trump sitting cushion removed xi 's chair bolstered cushioning make sit higher obviously intentional,0,0
president xi hairline stronger whole chinese army,1,0
believe incorrect trump 's facial expression 8:45. trump listening interpreter earbud not_able see person 's face directly speak language understands look concentration not_disapproval obviously next opportunity speak speaks respectfully cordially directly none body language point present discomfort disapproval way trump tall guy sitting chinese chair made short asian not_let dislike trump influence assessment .. showing,0,-1
touching car say thinking_face,0,0
showing respect difference host probably trying avoid stereotype image bossy american,-1,0
хх был с китайозными китаянками,0,0
actually wrong assessment 3:30 xi actually behind trump evident 3:44. trump allows xi lead afterwards foreign country adversarial country trump not_allow xi lead greeting xi 's people suit adjustment 6:14 clearly another signal security detail no feeling malicious intent xi 's part,1,-1
thought interesting way xi looked miller .. watch,1,1
started wrong .. touching car signal security detail feel like going according plan,1,-1
president trump upset hearing xi saying china help world china not_do much humanitarian help outside china moreso china put many country difficult debt,-1,-1
find really interesting guy working completely flipped tear eye zone no matter nice airplane even could sleep plane body clock still adjust even flown first class business class still catch lot pressure think could tiredness trump traveling asia third fourth day different energy level would seen silence analysis correct think discount lot analyst saying,1,1
not_watch two make cringe much face_with_tears_of_joy listened whole analysis like podcast,1,-1
seating end xi lifted trump low genius,-1,0
course liked child sicko,1,-1
think trump probably letting xi lead feel comfortable u put china fairly compromising circumstance globally recently yes trump want two power work together reduce global power financier imperial elite operating city london davos warm tone intended build rapport encourage cooperation building power done russia india japan also know ccp not_a monolith like xi work within political universe not_entirely control think want encourage china genuinely mutually beneficial deal stated goal international relation world sovereign nation acting best interest benefit anathema globalism leaf nation vulnerable nation exactly city london want,1,0
not_show trump getting short breath walking stair xi,0,-1
sorry jargon “ xi leading ” fucking country man… would weird not_if came home think would leading around “ bathroom… ” “ yea know home ”,-1,-1
trump diaper must way tight,0,0
fishing_pole xi played tangerine like fish,1,0
not_you mention second xi used miller,0,0
take account probably jet lagged,-1,-1
missed look pete hegseth 's face not_look happy fact look like not_want shake xi 's hand,1,-1
xi treating trump like trump treat every country trump deserves,1,0
like bullshit lenguaje care really control situation face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,1,0
think reason looking starting fall asleep way resting without looking like falling asleep,-1,0
trump beden cine nazik davraniyor insanları sevmezki,0,0
still not_sure got dr. g brett butt cheer eh,1,0
appreciate detail one factor not_taken consideration analysis fact china dynamic change xi usa someone come house not_expect walk front expected led environment see feel shoe not_something analysis feel unless thing putin arrived usa b2 spirit bomber flying head whilst walking red carpet factor considered therefore neutralizes much analysis pointed,1,0
trump smart psychology meeting leader,1,0
homus straight need assistance cripple u longer drag no end sight go beijing tehran please make ally feel inferior,-1,-1
trump 's neck completely disappeared,-1,-1
trump weird little blazer shifts/hand pats/shoulder shrug tear eye,-1,0
pretty nice apolitical analysis think party sort move instinctually naturally not_necessarily make move power dynamic trump normally rather masterfully interesting see game bit thinking meeting putin nearly pulled putin 's arm handshake probably bit jet lagged not_be discounted year old,1,1
movement touching railing people object etc. insecure unsteady foot reminder reference space tear eye,-1,0
xi not_have fly half way around world either give not_take anything account,0,-1
owe someone know secret longer history ally another fighting need help much ego not_hold card yea shrink room hold,1,0
not_think looking lack confidence think giving dismissive body language,1,-1
trump 's son line,0,0
usa president disaster…weak tired,-1,-1
think atitude result jet lag need sleep,-1,-1
insipid comment u president embarrassing,-1,-1
think show bias opinion comparison body language expert,-1,0
look like trump struggling stay awake sinking chair,-1,-1
10:50 trump thinking “ long going take need diaper changed ” ffs,-1,-1
"want 600,00 mobile phone laughing loud",1,0
china wannabe world power regional best idiotic propaganda fool believe face_with_tears_of_joy,-1,-1
trump slap leg almost every tear eye us stair,1,0
slumped like addressing year old grandchild,1,-1
no not_have credential analyze xi trump give answer neither tough leader claim fawning careful word seem need way validate greatest leader xi dictator trump much want figure xi live dream,1,0
analyze jahara malik please,1,0
tap hand sign domination condescending,1,-1
touching tank leaf sign departing safety vehicle,1,0
trump saluting chinese military officer,0,1
trump finally put place king queen could not_fascinating amazing,1,1
thinking_face united_states .. psychologist need psychiatrist full crap god analogy come different world globe_showing_americas alien around,-1,-1
`` china u relation '' spy hell,-1,-1
trump 's chair little bit lower thinking_face,-1,0
find analysis fascinating thank,1,1
look old baldy 's head .. hahahahahha ..,0,0
trump look defeated pile_of_poo pile_of_poo pile_of_poo pile_of_poo thumbs_down thumbs_down thumbs_down thumbs_down thumbs_down,-1,-1
need hype button laughing loud sorry thought one,1,0
liked hyped another great analysis sir thanks doc speak fact truth love channel no fluff actually fact based stuff always enjoy thought thing nature sending healthy happy vibe hyped liked,1,1
patted side leg check diaper place rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,0,0
特朗普像推销员，习近平才是真正的政治家， 习近平问：总统先生，我们讨论一下中美两国避免 “ 修昔底德陷阱 ” 吧！ 特朗普回答：你是个伟大的领袖，买点我的大豆吧！ 习近平问：中美两国处于关键十字路口，我们该怎么走？事关两国人民福祉和人类前途命运。 特朗普回答：你是我的好朋友，快买点我的客机吧！ 习近平又问：地球足够大，容得下中美两国共同发展、各自繁荣，中美两国是合作还是对抗？ 特朗普回答：你是个好人，买点我的芯片吧！ 习近平：你还是带回去吧！美国人民更需要它，中国有更好的。,0,0
donald got upset xi mentioned global stability smiling_face_with_smiling_eyes towards end donny looked like little boy sulking chair seems smile no good day thank dr. g,1,0
think wrong sitting position think xi sitting postured arm stretched armrest like lower back killing trump slouched forward hand falling obviously exhausted fighting keep eye open,-1,-1
thought shake hand trump make nauseous nauseated_face nauseated_face nauseated_face nauseated_face pile_of_poo pile_of_poo pile_of_poo pile_of_poo,1,-1
another man 's house let lead,0,0
g not_notice xi ’ chair six inch higher question observation skill ever seen mr potter wonderful life come man face_with_tears_of_joy,1,1
read president taught touch car security act,1,0
trump always sits toilet,0,-1
look like little boy scolded,1,-1
シークレットソファー rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,0,0
meeting course stressful not_trust xi show play game seen negotiating know decoupling way play game,1,-1
read shaking hand one not_familiar shaking hand greeting,1,0
thought trump 's initial reaction xi speaking lack understanding confusion versus frustration actually said probably wondering thucydides trap actually meant fact not_respond unrelated thing child etc seems support lack ability really understand able talk geopolitics macroeconomics think really not_sure react also find mannerism seem display apathy boredom,-1,-1
ancient rome soothsayer examined entrails sacrificed animal 21st century claim interpret `` body language '' better rest u,1,0
trump always sits like much assumption grinning_face_with_sweat,1,-1
9:06 think trying best not_fall asleep,1,0
canadian not_believe one human voted guy power,0,-1
take trump tap trunk car knowingly depositing dna print onto possibly proving person going checked come meeting no imitator planted law enforcement officer would approaching vehicle pulled case stop went askew vehicle took without officer driver not_deny later caught,-1,0
good insight thanks,1,1
chair hilarious xi sitting unnatural way photo laughing loud,1,1
not_breakdown trump shrug shoulder nod said partner trump body language one not_partners nor equal saying think not_i think wrong frustration said appears bored even listen b said want get dog pony show get business think trump not_enjoy fluff meeting,-1,-1
longer go without united state starting promote next president united state feel china becoming new world leader matter time.without war war 3.people think trump causing war believe trying best prevent it.china russia aggressor not_believe otherwise united state unpopular right know blood water china russia know,-1,0
stupid china 1.0 replacement population getting old decline big tear eye gdp trump taken control oil gas china need oil work force,-1,-1
trump body language portrayed world usa,0,0
not_a trump fan think tired face_with_tears_of_joy,-1,-1
cherry_blossom trump 's eye look swollen .. like frog day,1,-1
cherry_blossom god extremely tired hearing `` like never seen .. like no one ever seen '' .. jesus h give rest,-1,-1
xi 's chair seat higher look like xi sitting hard surface trump soft sink cushion also walking standing xi look taller trump trump '' xi 5'11 '' xi lift shoe,1,0
look like trump try keep awake old resign,0,0
waiting rocky run stair,0,0
cherry_blossom :12- boy look uncomfortable,-1,-1
not_qualified hold office no one want coward represent .. red_question_mark exploding_head astonished_face face_with_spiral_eyes,-1,-1
president trump always sit even white house,0,0
trump king charles vid please folded_hands,1,0
think misread trump body language analysis correct xi projecting strength trump projecting deference think trump 's behavior front camera playing chinese public give face xi meanwhile substantive matter xi get nothing i.e taiwan concession trump get everything wanted e.g boeing u oil no nuclear iran,1,0
not_need analyse language know top whois wife,1,0
10:30 look like intentionally gave trump chair smooshier cushion would compress lot thus make much lower xi,1,0
want see guy credential .. not_think get much right,1,0
interesting analysis also watch chinese commentary sitting posture 11.02 trump xi according chinese anchor trump ’ chair purposely softer lower support cushion whereas xi ’ chair firmer support xi portrait powerful chinese news outlet,1,0
funny .. trump always sits like,1,0
trump buttoned suit jacket rarely,0,0
china even considered world leader contention usa china powerful usa clear leader metric,1,0
president xi like university professor trump like preschooler america doomed,-1,-1
anyone else notice first came frame xi zipping pant trump covering mouth swallowing say,0,0
anyone two brain cell see trump got arse reemed xi,0,-1
not_be serious right,-1,-1
bla bla bla que manera de hablar tonterias,0,0
struggling stay awake year old grandpa tear eye like nap day nothing bad grandpa retired sure not_so good ou president nation age limit president opinion year old max,1,-1
think uncomfortability xi psychopath,0,-1
trump thing always not_discomfort bro got early sign tds,0,0
thought touched car losing balance,-1,-1
think president trump someone read body language better well use body language advantage everything saw picture trip president setting xi massive blow like muhammad ali set opponent ring tear eye tell real outcome meeting provides,1,0
afraid china not_completely unaware power,-1,0
suppose depends glass analyzing showed respect usa never happy charge,0,-1
xi .. imagining many recipe cooked peking .. no lame duck grinning_face_with_sweat,1,0
xi put card table .. let u not_war work together you.s no future superior power alike .. must always advantage someone feeling inferior .. imagine cheating generation point coerced playing fairly no one force play justly convince someone nation stop behaving special chosen .. corrupting everything assure maintain front .. crippling competition owning finish line,-1,-1
body language interpreted know winner nine year trade war started trump,0,0
touch large object balance,0,0
lemming .. not_wait see happen reach cliff,0,0
not_considering fact flight usa china take hour arrive china believe look tired flight airplane not_that trump weaker not_well rested xi not_have travel well rested home .. think consider criticism trump posture facial expression .. way holding still alert aware importance overall ..,-1,0
4:44 cut part xi stared miller others,-1,0
hope read tanner lynn horner parent talking stare like deer headlight,1,0
trump irritated not_know thucidyses trap anyway embarrassing patting hand ass-licking dictator friend mass visit american oligarch trump slouching chair obvious lying way back af1 tell press xi said u hottest nation decline biden year body language lied plane fascinating,-1,-1
well look like falling asleep,1,-1
two men alpha male no matter personal opinion strong dominant leader xi comfortable country trump show xi america regardless difference pray know respect come sort compromise good trump showing humility not_discomfort good thing get putin cooperate laughing loud,1,1
fir lying trump .. not_his first tear eye meeting fuck chinese president .. face_vomiting face_vomiting grimacing_face,-1,-1
reading much xi interrupter thus trump step back,-1,0
assessment trump wrong trump tolerating tear eye,-1,-1
chair language nothing say not_the,0,0
china dominated space trump tried looked diminished lack class protocol dignity respect make look subservient china face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,1,-1
kouri richins life prison sentencing,-1,-1
president xi stable horse stance,1,0
face_with_tears_of_joy traditional chinese conference language elegant lengthy somewhat resembling new year 's speech british queen trump might not_be accustomed kind conference pace,1,0
optic initial meeting strange `` beast '' pulling facing away stair demented donnie walk around car xi enters handshake hand coming top trump 's never underestimate subtlety chinese played every turn,1,0
bullshit self opinion,-1,-1
pretty normal hosting,1,0
watched minute far got say not_a body language expert everything pointed common sense people like thought everybody would see like based comment seeing people not_even common sense anymore,1,0
appreciate analysis although not_like trump many aspect think important realize visitor china anyone would slightly less domineering visitor especially country huge china …,1,0
sofa cushion clearly custom made make xi ’ seat noticeably higher trump ’ even though trump inch taller,1,0
dr.g would love see analyze kouri richins body language sentencing hearing,1,1
tai chi handshake,0,0
chinese speedy nature everything face_with_open_mouth face_with_open_mouth,0,0
birthday right next president trump june 14th xi june 15th two gemini 's sub dom respect however president trump older,1,0
ot back definitely power play,1,0
trump diplomatic not_showing emotion,0,-1
wonder body language affected natural ageing mental decline illness,-1,-1
